iter	Passed	Remaining
458	808	953
459	809	950
460	811	949
461	813	947
462	815	945
463	816	942
464	817	940
465	819	938
466	820	936
467	821	934
468	823	931
469	824	929
470	826	928
471	828	927
472	830	925
473	832	923
474	833	921
475	834	918
476	835	916
477	837	914
478	838	912
479	840	910
480	842	908
481	844	907
482	846	905
483	847	903
484	849	901
485	850	899
486	852	897
487	853	895
488	855	894
489	857	892
490	859	891
491	861	889
492	863	887
493	865	886
494	866	884
495	867	881
496	869	880
497	871	878
498	873	877
499	875	875
500	877	873
501	878	871
502	879	869
503	881	867
504	882	865
505	884	863
506	885	861
507	887	859
508	889	857
509	890	855
510	892	853
511	893	851
512	895	849
513	896	847
514	898	845
515	899	843
516	901	842
517	903	840
518	904	838
519	906	836
520	907	834
521	908	832
522	910	830
523	911	828
524	912	825
525	914	823
526	915	822
527	917	820
528	919	818
529	920	816
530	922	814
531	924	813
532	925	811
533	927	808
534	928	806
535	930	805
536	932	803
537	934	802
538	935	800
539	936	798
540	938	795
541	939	793
542	940	791
543	942	789
544	943	787
545	945	786
546	946	784
547	948	782
548	949	780
549	951	778
550	952	776
551	954	774
552	955	772
553	957	770
554	958	768
555	960	766
556	961	764
557	963	763
558	964	761
559	966	759
560	967	757
561	968	755
562	970	753
563	971	750
564	972	749
565	974	747
566	975	745
567	977	743
568	978	741
569	980	739
570	981	737
571	983	735
572	985	734
573	986	732
574	987	730
575	989	728
576	991	726
577	992	724
578	994	723
579	996	721
580	997	719
581	999	717
582	1000	715
583	1002	714
584	1003	712
585	1005	710
586	1007	708
587	1009	707
588	1010	705
589	1012	703
590	1013	701
591	1015	699
592	1016	697
593	1018	696
594	1020	694
595	1022	692
596	1023	691
597	1025	689
598	1027	687
599	1028	685
600	1029	683
601	1031	681
602	1032	680
603	1035	678
604	1036	676
605	1038	675
606	1040	673
607	1041	671
608	1043	670
609	1045	668
610	1046	666
611	1048	664
612	1050	662
613	1051	661
614	1053	659
615	1055	658
616	1058	656
617	1060	655
618	1062	654
619	1065	653
620	1068	652
621	1074	653
622	1076	651
623	1079	650
624	1082	649
625	1083	647
626	1085	645
627	1087	643
628	1088	642
629	1090	640
630	1092	638
631	1093	636
632	1095	635
633	1100	635
634	1102	633
635	1104	631
636	1105	630
637	1107	628
638	1112	628
639	1114	627
640	1117	625
641	1120	624
642	1121	622
643	1125	622
644	1128	621
645	1131	620
646	1134	619
647	1136	617
648	1138	615
649	1140	614
650	1143	612
651	1144	611
652	1146	609
653	1147	607
654	1149	605
655	1151	603
656	1153	602
657	1156	601
658	1159	599
659	1161	598
660	1163	596
661	1164	594
662	1166	593
663	1169	591
664	1171	590
665	1173	588
666	1175	586
667	1178	585
668	1179	583
669	1181	582
670	1184	580
671	1188	579
672	1190	578
673	1192	576
674	1193	574
675	1195	573
676	1197	571
677	1199	569
678	1201	568
679	1203	566
680	1204	564
681	1206	562
682	1208	560
683	1210	559
684	1211	557
685	1214	555
686	1215	553
687	1217	552
688	1219	550
689	1221	548
690	1222	546
691	1225	545
692	1227	543
693	1229	542
694	1231	540
695	1233	538
696	1234	536
697	1235	534
698	1237	532
699	1238	530
700	1240	528
701	1241	527
702	1244	525
703	1246	523
704	1247	522
705	1249	520
706	1250	518
707	1252	516
708	1253	514
709	1254	512
710	1256	510
711	1257	508
712	1259	506
713	1261	505
714	1262	503
715	1264	501
716	1265	499
717	1267	497
718	1268	495
719	1270	494
720	1272	492
721	1275	491
722	1277	489
723	1278	487
724	1280	485
725	1282	483
726	1283	482
727	1285	480
728	1287	478
729	1290	477
730	1292	475
731	1294	473
732	1295	471
733	1297	470
734	1298	468
735	1300	466
736	1301	464
737	1303	462
738	1304	460
739	1306	459
740	1308	457
741	1309	455
742	1311	453
743	1313	451
744	1314	449
745	1316	448
746	1318	446
747	1320	444
748	1321	442
749	1323	441
750	1325	439
751	1326	437
752	1328	435
753	1329	433
754	1330	431
755	1332	430
756	1334	428
757	1335	426
758	1337	424
759	1338	422
760	1340	420
761	1341	419
762	1343	417
763	1344	415
764	1346	413
765	1347	411
766	1349	409
767	1351	408
768	1352	406
769	1353	404
770	1355	402
771	1356	400
772	1358	398
773	1359	396
774	1360	395
775	1362	393
776	1364	391
777	1365	389
778	1367	387
779	1368	386
780	1370	384
781	1371	382
782	1373	380
783	1374	378
784	1376	376
785	1377	375
786	1379	373
787	1381	371
788	1382	369
789	1384	367
790	1385	366
791	1387	364
792	1388	362
793	1389	360
794	1391	358
795	1393	357
796	1395	355
797	1396	353
798	1398	351
799	1399	349
800	1400	348
801	1402	346
802	1403	344
803	1405	342
804	1406	340
805	1408	339
806	1410	337
807	1411	335
808	1413	333
809	1414	331
810	1416	330
811	1417	328
812	1419	326
813	1420	324
814	1422	322
815	1423	321
816	1425	319
817	1426	317
818	1428	315
819	1429	313
820	1431	312
821	1432	310
822	1434	308
823	1435	306
824	1437	304
825	1438	303
826	1440	301
827	1441	299
828	1443	297
829	1444	295
830	1446	294
831	1447	292
832	1449	290
833	1450	288
834	1452	287
835	1454	285
836	1456	283
837	1457	281
838	1459	279
839	1460	278
840	1461	276
841	1463	274
842	1464	272
843	1466	271
844	1468	269
845	1469	267
846	1471	265
847	1472	263
848	1474	262
849	1475	260
850	1477	258
851	1478	256
852	1480	255
853	1481	253
854	1483	251
855	1485	249
856	1486	248
857	1487	246
858	1489	244
859	1490	242
860	1492	240
861	1493	239
862	1495	237
863	1496	235
864	1498	233
865	1499	232
866	1501	230
867	1503	228
868	1504	226
869	1506	225
870	1507	223
871	1509	221
872	1510	219
873	1512	218
874	1513	216
875	1515	214
876	1517	212
877	1518	210
878	1519	209
879	1521	207
880	1522	205
881	1524	203
882	1525	202
883	1527	200
884	1528	198
885	1530	196
886	1531	195
887	1533	193
888	1534	191
889	1536	189
890	1537	188
891	1539	186
892	1540	184
893	1542	182
894	1543	181
895	1545	179
896	1546	177
897	1547	175
898	1549	174
899	1550	172
900	1552	170
901	1553	168
902	1554	167
903	1556	165
904	1558	163
905	1559	161
906	1561	160
907	1562	158
908	1564	156
909	1565	154
910	1566	153
911	1568	151
912	1569	149
913	1571	147
914	1573	146
915	1575	144
916	1576	142
917	1578	140
918	1579	139
919	1581	137
920	1582	135
921	1583	134
922	1585	132
923	1586	130
924	1588	128
925	1590	127
926	1591	125
927	1593	123
928	1595	121
929	1596	120
930	1598	118
931	1599	116
932	1601	115
933	1603	113
934	1605	111
935	1606	109
936	1607	108
937	1609	106
938	1610	104
939	1612	102
940	1613	101
941	1615	99
942	1617	97
943	1619	96
944	1620	94
945	1622	92
946	1623	90
947	1624	89
948	1626	87
949	1627	85
950	1629	83
951	1630	82
952	1632	80
953	1634	78
954	1635	77
955	1637	75
956	1638	73
957	1640	71
958	1641	70
959	1643	68
960	1644	66
961	1646	65
962	1648	63
963	1649	61
964	1650	59
965	1652	58
966	1653	56
967	1655	54
968	1656	53
969	1658	51
970	1659	49
971	1661	47
972	1663	46
973	1664	44
974	1666	42
975	1667	41
976	1669	39
977	1670	37
978	1672	35
979	1673	34
980	1675	32
981	1677	30
982	1678	29
983	1680	27
984	1681	25
985	1683	23
986	1685	22
987	1686	20
988	1688	18
989	1689	17
990	1693	15
991	1694	13
992	1696	11
993	1697	10
994	1699	8
995	1700	6
996	1702	5
997	1703	3
998	1705	1
999	1707	0
